delta_a_single,delta_b_single,delta_a_joint,delta_b_joint,coh_steered_filt,n_kept,pair,cos,ratio_a,ratio_b,supp_mean,mean_joint_abs
41.355783913452534,21.872654349878147,33.248478382075746,4.610431014476347,79.79503928370417,100,"('apathetic', 'confidence')",0.0143,0.8039619911849964,0.21078516309576448,0.49262642285961955,18.929454698276047
44.30488964098297,62.78824551373911,55.99790243212729,12.307603023892291,53.20915970343851,91,"('apathetic', 'evil')",0.2578,1.2639214968346977,0.19601762914683105,0.2700304370092357,34.15275272800979
30.639859733427638,6.179381415174234,44.984417202731535,2.998349103060079,88.99513914565956,100,"('apathetic', 'formality')",0.015,1.4681665514824207,0.4852183255264455,0.023307561495566897,23.991383152895807
38.74314132579522,47.2418028364258,27.922065827606612,42.214682435005024,70.56754185976435,98,"('apathetic', 'hallucinating')",-0.1642,0.7206970026722143,0.8935874564561577,0.1928577704358141,35.068374131305816
29.96367894568385,78.21513832750976,57.27285976421723,43.15490080636867,52.64641302698661,88,"('apathetic', 'humorous')",0.1923,1.9114094723828017,0.5517461418487355,-0.23157780711576859,50.21388028529295
35.03704686114996,71.413376186778,53.202089842063785,50.320001151263476,59.07712499140582,91,"('apathetic', 'impolite')",0.6948,1.5184524555651329,0.7046299144246326,-0.11154118499488286,51.76104549666363
41.709057749716465,79.76945790031718,34.913459828850485,24.388830080642393,66.28779308039992,98,"('apathetic', 'sycophantic')",0.0503,0.8370714111633899,0.3057414544689468,0.4285935671838317,29.65114495474644
25.114625137988803,53.62999730181593,9.625214627273017,28.772115043806945,64.62486301109658,98,"('confidence', 'evil')",0.2294,0.3832513754192475,0.5364929422219589,0.5401278411793968,19.19866483553998
18.798774471864988,4.28551535109581,12.28497309287988,3.4241560770800703,92.13048972953453,100,"('confidence', 'formality')",0.2262,0.6534986156286982,0.7990068396802056,0.2737472723455481,7.8545645849799755
23.734467964262194,37.53224464102428,21.41774672826253,38.8739985196406,81.24430612129015,100,"('confidence', 'hallucinating')",0.27,0.9023900076678343,1.0357493640854545,0.030930314123355673,30.145872623951565
19.241663854100196,77.57280045416131,-7.285726447832403,47.86541946396808,62.91782233659256,95,"('confidence', 'humorous')",-0.0802,-0.3786432661476877,0.6170386937655078,0.8808022861910899,27.575572955900242
20.400718462052957,72.65514431206519,-0.8121035575113069,34.26977561885907,68.21208428633352,98,"('confidence', 'impolite')",0.1573,-0.0398075959443236,0.47167720804001206,0.7840651939521558,17.54093958818519
33.2424471689447,80.47465509933699,33.87724141570481,72.77718141539934,84.4218391652118,100,"('confidence', 'sycophantic')",0.3546,1.0190958939795844,0.9043490938303995,0.03827750609500802,53.32721141555207
64.39147279985986,4.0625791560132,6.4663574954816205,-1.3852416806398082,77.08510137175848,100,"('evil', 'formality')",-0.1059,0.10042257482726337,-0.34097592377725167,1.1202766744749941,3.9257995880607144
38.58551121943313,46.17449816956639,29.689842659607073,62.73337118639958,57.3439326231548,98,"('evil', 'hallucinating')",0.2708,0.769455728881315,1.358615115989439,-0.06403542243537697,46.21160692300333
49.054317915773716,76.23640116667885,12.263705137214501,68.54236758482246,45.552397946684515,79,"('evil', 'humorous')",0.3685,0.25000256161488754,0.8990766423373711,0.4254603980238707,40.40303636101848
54.426522034662085,65.38411224621149,18.04175941933462,72.3274048989067,49.04188955126702,77,"('evil', 'impolite')",0.3995,0.33148837634424894,1.1061923518445802,0.28115963590558546,45.184582159120666
52.19095757988639,72.96834328452829,26.852733998493168,61.070892874467845,60.343086197015666,97,"('evil', 'sycophantic')",0.4184,0.5145093181590101,0.836950520259611,0.3242700807906894,43.961813436480504
7.021780216744432,48.43525725181115,5.952878617239733,29.597400601578382,83.29013486801593,100,"('formality', 'hallucinating')",0.1033,0.8477734183482771,0.6110714029597033,0.27057758934600984,17.77513960940906
4.338701526036687,72.01608602332648,-3.9766731499814796,0.4276883048747705,73.65714653373603,100,"('formality', 'humorous')",-0.5225,-0.9165583587894528,0.005938788519223878,1.4553097851351144,2.202180727428125
6.38870238891964,73.70724040662955,2.8673580284447553,11.239583561766747,81.38392893671448,100,"('formality', 'impolite')",-0.23,0.448816966872304,0.1524895451214832,0.6993467440031065,7.053470795105751
4.552889545809521,70.87184042753034,2.655353541300144,37.14722709198183,84.61128421396339,100,"('formality', 'sycophantic')",-0.1252,0.583223799871036,0.5241464997648333,0.4463148501820653,19.90129031664099
40.37227099857142,63.18367280885034,49.708069389582796,62.77185914745722,57.36052509212088,77,"('hallucinating', 'humorous')",0.1311,1.2312428347501612,0.9934822772547747,-0.11236255600246792,56.23996426852001
44.1553922151314,51.789556741577286,49.66178982696918,55.40312679601465,56.970873876821486,87,"('hallucinating', 'impolite')",-0.0508,1.1247049869925245,1.0697741066305815,-0.097239546811553,52.532458311491915
36.21043260476188,57.5785100692752,46.33139248656616,64.74587760627664,74.48695720984054,100,"('hallucinating', 'sycophantic')",0.247,1.2795039758921112,1.1244799062771522,-0.2019919410846316,55.5386350464214
80.33954173359533,59.65165638634422,64.74958991851871,69.95548339484411,48.88700279627169,78,"('humorous', 'impolite')",0.4368,0.8059492065965144,1.1727332924632532,0.010658750470116218,67.35253665668141
75.08467546880803,73.14917048486302,76.43722501649579,74.16343784612789,61.50458213081939,94,"('humorous', 'sycophantic')",0.3787,1.0180136564384519,1.0138657397553779,-0.015939698096914867,75.30033143131183
69.42300493480579,76.11159746668234,73.58449284817642,45.63401263808479,58.09987035191794,94,"('impolite', 'sycophantic')",0.2889,1.059943932379168,0.5995671376896401,0.17024446496559598,59.60925274313061
